,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
THAP7,-0.03830984,0.079495,0.4752442,0.1650331,0.2930771,80764,L
THBD,-0.1622105,-0.4106406,-0.05758827,-0.2035742,-0.2125815,7056,L
THBS1,-4.227692,-3.242392,-3.089599,-2.425646,-2.34342,7057,L
THBS2,-2.436967,-2.554463,-2.37577,-1.882861,-1.460932,7058,L
THBS3,0.6727435,0.3909174,1.389746,0.5034943,0.9500746,7059,L
THBS4,-0.07642868,0.2195674,0.3051423,0.0963804,0.3266298,7060,L
THEM2,-0.06561093,0.3966463,0.3715768,0.6729157,0.6040857,NA,L
THEX1,-0.2169428,-0.05283763,-0.3236899,-0.266686,-0.3123634,NA,L
THNSL2,-0.1420048,0.03645599,0.01447253,0.5667025,0.6245294,55258,L
THOC1,0.1717867,-0.06079008,-0.4745819,-0.384388,-0.4314402,9984,L
THOC2,-0.04132313,0.2927163,0.608099,0.2639152,0.2410251,57187,L
THOC3,0.5664561,0.7971785,0.2606622,0.8111602,0.1030084,84321,L
THOC4,0.07801845,0.2864083,-0.5685792,0.08240947,-0.5165101,NA,L
THOC5,0.2383027,-0.3919557,-0.7684411,-0.6746121,-0.6712782,8563,L
THOC7,-0.0747418,0.1810095,-0.004345123,0.284245,0.3047006,80145,L
THRA,1.824765,2.440512,3.668666,1.796416,2.287108,7067,L
THSD1,-0.5312172,-0.2891016,-0.4597395,-0.3940254,-0.4610784,55901,L
THSD3,0.08335511,0.4444947,0.9816054,0.4055343,0.307083,NA,L
THTPA,-0.09259515,0.1009163,-0.1952762,-0.2432097,-0.206919,79178,L
THUMPD1,0.179032,0.3684534,0.5027814,0.5091412,0.3110954,55623,L
THUMPD2,0.3777475,0.3848294,1.323477,1.452003,1.670534,80745,L
THY1,-0.6193277,-0.9293128,-2.227172,-0.6749697,-0.7632562,7070,L
THYN1,-0.10826,-0.5644479,-0.7354169,-0.4720565,-0.5023742,29087,L
TIA1,0.007167444,-0.8176696,-0.241839,-0.5845892,-0.9226211,7072,L
TIAF1,-0.6788856,-0.04976455,0.1484324,-0.3891548,-0.1505858,9220,L
TIAL1,0.5054616,0.6780653,1.040304,0.7239447,0.7339004,7073,L
TIAM1,0.3502131,-0.07049008,0.1191725,0.2694951,0.3348234,7074,L
TIAM2,1.617348,2.410458,2.851407,2.401862,2.879986,26230,L
TICAM1,-0.2816002,-0.3864574,-0.266592,-0.6612237,-0.4565442,148022,L
TICAM2,0.4846894,0.2437319,0.2626682,0.2192677,0.2172044,353376,L
TIGA1,0.3561183,0.2560678,0.7159791,0.1456869,0.8379792,NA,L
TIGD2,-0.041633,-0.2521525,-0.648447,-0.4078697,-0.2086172,166815,L
TIGD5,0.3671893,0.5425859,0.1437345,-0.1597754,0.1165613,84948,L
TIGD6,0.031077,-0.001793834,0.3164334,0.1192336,0.07893936,81789,L
TIGD7,0.09155392,0.03051677,0.5365384,-0.1810878,-0.03355048,91151,L
TIGIT,-0.07198826,0.009601264,0.5874854,-0.01472689,0.04110991,201633,L
TIMM10,0.4065052,0.0848887,-0.4384308,-0.01186554,-0.002887468,26519,L
TIMM13,-0.2356821,0.1036129,0.5557033,0.2628375,0.1903564,26517,L
TIMM17A,0.1819102,-0.01409497,-0.3874269,-0.09085512,-0.284034,10440,L
TIMM17B,-0.07956573,0.317238,0.4057138,0.6490861,0.5919028,10245,L
TIMM22,-0.2406325,-0.03916825,-0.526138,-0.4523416,-0.3803826,29928,L
TIMP1,0.004349873,-0.2378069,-0.2693755,-0.2248365,-0.3693374,7076,L
TIMP2,-0.8499833,-1.269168,-1.269862,-1.664414,-1.219243,7077,L
TIMP3,0.7575449,-0.9179337,-0.3378831,0.3934724,0.4113071,7078,L
TIMP4,0.9358642,3.66745,4.657098,4.639601,4.462912,7079,L
TINF2,-0.3268733,-0.3444139,-0.2403337,-0.2324062,-0.2610236,26277,L
TIPARP,0.268519,-0.2719886,-0.04870228,-0.6858884,-1.098791,25976,L
TIPIN,-0.02647312,-0.01824682,-0.4123731,-0.1460141,-0.05160739,54962,L
TIPRL,-0.01639159,0.2205381,0.2201116,0.3684551,0.4252351,261726,L
TIRAP,-0.1434624,0.04131974,0.2440059,-0.03559111,0.2839211,114609,L
TJAP1,-0.2090541,-0.2788246,0.0724678,-0.07829673,0.3045255,93643,L
TJP1,-1.105229,-1.084796,-1.251643,-1.629492,-1.690795,7082,L
TJP2,-0.0267047,-0.1555272,-0.4059447,-0.292675,-0.4406795,9414,L
TK1,-1.108046,0.8757346,-1.248012,0.3303422,-0.67269,7083,L
TK2,-0.3584191,-0.3310904,-0.117198,-0.4190405,0.01418533,7084,L
TKT,-0.5936996,-0.8822491,-1.378393,-1.545681,-1.562846,7086,L
TLCD1,0.2089806,0.6339844,0.2101257,0.688286,0.5013471,116238,L
TLE1,0.1166455,0.3046679,0.6912498,0.2577012,0.61013,7088,L
TLE4,-0.6238075,-0.745615,-1.51811,-1.509372,-1.243299,7091,L
TLK1,-0.4295075,0.0438238,0.3684675,0.1391937,0.3364794,9874,L
TLK2,0.03336106,-0.07272404,-0.2730086,-0.4088883,-0.2824556,11011,L
TLL1,1.649193,0.4063086,0.0965443,0.4849508,0.5836044,7092,L
TLN1,-0.9262696,-1.117684,-0.6956046,-0.8602875,-0.6543084,7094,L
TLN2,-0.3126793,-0.2582703,-0.4143989,-0.9324419,-0.3486599,83660,L
TLR3,-0.189509,-0.2924583,-0.3094664,-0.288566,-0.2697801,7098,L
TLR4,-0.2142219,-0.466632,-0.4558758,-0.4672242,-0.401559,7099,L
TLR5,-0.009442882,0.6943912,1.381415,1.557166,1.818838,7100,L
TM2D1,0.1212001,0.6866318,0.8218587,1.148016,1.018967,83941,L
TM2D2,0.1174334,-0.02266268,-0.3000411,-0.09110333,0.2363369,83877,L
TM2D3,0.225569,0.3244504,0.5128738,0.6113017,0.6391503,80213,L
TM4SF1,-4.059624,-3.991226,-2.859956,-3.213856,-3.053667,4071,L
TM4SF19,-0.1168694,-0.1956931,0.3523817,-0.04798312,-0.0496273,116211,L
TM4SF4,-0.2203366,-0.3672525,-0.2206071,-0.2054211,-0.2506852,7104,L
TM6SF1,0.05806211,-0.002722986,-0.1660249,-0.2027331,-0.1855665,53346,L
TM7SF2,-1.647061,-1.464095,-0.9918582,-1.646188,-1.501829,7108,L
TM9SF1,0.3905193,0.2738649,0.08053661,0.3207121,0.511992,10548,L
TM9SF2,0.4696859,0.7934564,1.030221,0.8680063,0.9795948,9375,L
TM9SF3,0.3702734,0.5205161,0.7942166,0.6043681,0.7072629,56889,L
TM9SF4,0.04620825,0.04923936,0.4480571,0.1450665,0.4311723,9777,L
TMBIM4,-0.4889427,-0.2090856,-0.229327,0.1543232,0.286254,51643,L
TMC5,0.1066258,-0.07900737,0.3334587,0.03927789,-0.08148307,79838,L
TMC7,-0.1683596,-0.287088,0.1073887,-0.3463375,-0.2855108,79905,L
TMCC3,-0.2071689,-0.1574677,-0.2187896,-0.3022292,-0.2481514,57458,L
TMCO1,0.5048192,0.7909516,0.6190776,0.9138559,0.8118548,54499,L
TMCO3,0.06170642,0.2536462,1.333271,1.308936,1.461519,55002,L
TMCO6,-0.07988404,-0.259399,-0.2667747,-0.3640608,-0.2423805,55374,L
TMED1,-0.07623618,0.5661386,0.4368626,0.4835227,0.5172634,11018,L
TMED10,0.380251,0.3517124,0.1677842,0.4376611,0.6507423,10972,L
TMED10P,0.4548468,0.6885398,1.005798,1.003103,0.7930026,NA,L
TMED2,0.9474361,1.028835,0.8369576,0.9285364,0.4583058,10959,L
TMED3,0.6370486,1.147029,1.078943,0.9565607,0.8587395,23423,L
TMED4,-0.2378841,0.0481691,0.565093,0.4143296,0.4539411,222068,L
TMED5,-0.2399748,-0.3778122,-0.9801982,-0.7969692,-0.8832664,50999,L
TMED7,0.2037445,0.7051851,0.8536918,0.444505,0.6211012,51014,L
TMED9,0.3757687,0.9131254,1.05606,0.8970364,1.079447,54732,L
TMEFF2,-0.0341182,-0.5579064,-0.6832674,-0.6567196,-0.7180609,23671,L
TMEM1,-0.2656648,-0.1257905,-0.5559199,-0.3623233,-0.3764551,NA,L
TMEM100,0.8850312,1.942253,1.985806,2.819933,2.891596,55273,L
TMEM101,0.06764419,0.2159224,1.006658,0.6782961,0.8413117,84336,L
TMEM105,0.01714859,0.008786175,0.481284,0.1600516,0.2368649,284186,L
TMEM106A,-0.1426125,-0.6345305,-0.1420579,-0.6177854,-0.5937999,113277,L
TMEM106B,-0.5918649,0.2019821,0.2880571,0.1919686,0.4409287,54664,L
TMEM106C,-1.462739,-0.02249407,-0.2825958,-0.00388081,0.2748793,79022,L
TMEM107,-0.1743588,0.4283258,0.5044662,0.486101,0.5429331,84314,L
TMEM108,2.270321,0.9901792,0.5053227,0.425319,0.02427162,66000,L
TMEM109,-0.1360596,-0.02898861,-0.480954,0.1144127,0.2904611,79073,L
TMEM11,0.1272605,0.2976138,0.9557303,0.5776151,0.6761754,8834,L
TMEM111,-0.1413518,0.3049701,0.1208121,0.06884405,0.3095401,NA,L
TMEM115,0.3976446,0.4252343,-0.09365715,-0.0816116,-0.004146252,11070,L
TMEM116,-0.3648015,-0.1564177,0.4779887,0.2290015,0.5447757,89894,L
TMEM117,0.4296322,0.4858543,0.9328061,1.016486,0.8815209,84216,L
TMEM118,-0.8884062,-0.7940514,-1.196672,-1.184089,-0.9976578,NA,L
TMEM119,-1.599394,0.7402909,-1.03221,-1.609039,-2.221943,338773,L
TMEM120A,-1.014928,-0.861537,-0.7377029,-0.7034074,-0.5363031,83862,L
TMEM123,-0.1873215,-0.2068206,-0.4059191,-0.4155344,-0.679314,114908,L
TMEM126A,0.06928153,-0.2777307,-0.7590159,-0.06375329,-0.2855799,84233,L
TMEM126B,-0.5715593,-1.127315,-1.872408,-0.8248286,-0.9356748,55863,L
TMEM127,-0.1372821,-0.4557817,-0.8252102,-0.9219584,-0.8628124,55654,L
TMEM128,0.1732047,0.1657768,0.5503326,0.7307733,0.6378541,85013,L
TMEM131,-0.4431454,0.4506709,0.7946804,0.5475715,1.025342,23505,L
TMEM132A,0.4793014,0.3069916,-0.6176762,-0.5467897,-0.713515,54972,L
TMEM132B,-0.5398208,-0.9944298,-0.9810844,-1.122227,-1.109359,114795,L
TMEM134,0.5493824,0.8882703,1.751512,1.538266,1.601539,80194,L
TMEM135,-0.5413915,-0.1303609,-0.08109809,-0.1263057,-0.4549874,65084,L
TMEM136,-0.8484479,-0.6654481,-0.4558803,-0.5475165,-0.3426277,NA,L
TMEM137,0.1820017,-1.084446,-0.3990616,-0.7548098,-0.8696136,NA,L
TMEM138,0.005798673,-0.3983856,-1.044201,-0.5952605,-0.6566774,51524,L
TMEM140,-0.9173955,-0.8677821,-0.93933,-0.7558531,-0.9099912,55281,L
TMEM141,0.3212193,0.5829983,0.5054626,0.9134427,0.7332868,85014,L
TMEM143,-0.2001319,0.01218193,0.06860937,0.2148989,0.351676,55260,L
TMEM145,0.3293784,1.934933,1.839338,1.18745,1.253428,284339,L
TMEM147,0.3402703,0.6598334,0.02605832,0.7604633,0.7725395,10430,L
TMEM14A,-0.346274,-0.3770634,-0.8154247,-0.1167621,-0.3051262,28978,L
TMEM14C,-0.2432033,0.200346,0.2371978,0.342585,0.2622503,51522,L
TMEM150A,-0.7518155,-0.6724555,-0.6972552,-0.6592113,-0.3229868,129303,L
TMEM154,0.7873044,0.6367483,0.5704608,0.9591314,0.9368293,201799,L
TMEM155,-1.175077,-1.166274,-1.085833,-1.084551,-1.074144,NA,L
TMEM156,-0.1379552,-0.4053604,-0.3869466,-0.1738483,-0.2410503,80008,L
TMEM158,-3.559955,-3.626567,-3.809,-4.370397,-4.58609,25907,L
TMEM159,-0.9993188,-1.111259,-0.6407383,-1.0201,-0.779791,57146,L
TMEM160,-0.2743448,-0.1996431,-1.149398,-0.09358743,-0.2860215,54958,L
TMEM166,-2.684013,-2.609419,-2.670482,-2.870513,-2.803631,NA,L
TMEM167A,0.7212777,0.9363424,1.254931,0.9450127,1.12551,153339,L
TMEM167B,-0.09969766,0.5284332,1.276313,0.4886877,0.7196439,56900,L
TMEM17,-0.1290916,-1.056031,-0.7812064,-1.321522,-1.208974,200728,L
TMEM170B,-0.7714054,-0.754256,-0.6225353,-0.5457615,-0.5398915,100113407,L
TMEM171,-0.6099368,-0.4792274,-0.7618141,-0.6997267,-0.6714184,134285,L
TMEM173,-2.016789,-2.364162,-2.652095,-2.803721,-2.410024,NA,L
TMEM174,-0.1922422,-0.03135902,0.303278,0.4759347,0.06339606,134288,L
TMEM175,0.3042746,0.5038728,0.4123359,0.6909675,0.5165209,84286,L
TMEM177,0.6488234,-0.1016019,-0.5521398,-0.1632361,-0.3517025,80775,L
TMEM178,-0.04458946,0.04192336,1.022097,-0.1066896,-0.03173961,NA,L
TMEM179B,0.3174375,0.4855148,0.1476562,0.6915723,0.8493096,374395,L
TMEM181,0.510107,0.692795,0.3338741,0.6812721,0.5053271,57583,L
TMEM182,0.1192961,0.5193114,0.5367821,0.4911608,0.5416885,130827,L
TMEM183B,0.2363358,0.2818925,0.2547358,0.4137144,0.2750911,NA,L
TMEM184B,0.1667393,0.6030042,0.2913534,0.4734515,0.6528216,25829,L
TMEM185A,0.2305166,0.1519432,0.3866267,0.2697072,0.3665625,84548,L
TMEM185B,-0.08026733,-0.6610899,-0.5852352,-0.8671396,-0.5932016,79134,L
TMEM186,-0.08519756,0.02709202,0.6125414,0.09749483,0.3961825,25880,L
TMEM187,-0.2217236,-0.3462716,0.3371012,0.4488878,0.4860271,8269,L
TMEM188,-0.05517952,-0.02190103,0.5001482,0.3465295,0.3515173,NA,L
TMEM189,1.563526,0.7467251,0.8249038,0.8084747,0.605504,NA,L
TMEM189-UBE2V1,1.341869,0.5223941,0.337553,0.4590853,0.2749537,NA,L
TMEM191A,0.04752327,-0.2304732,-0.007507259,-0.06814812,-0.2648638,84222,L
TMEM194A,-0.3114385,-0.003428677,-0.5423525,-0.009106966,-0.529123,NA,L
TMEM199,0.1477348,0.02673579,-0.6269329,-0.09831518,-0.3388921,147007,L
TMEM2,0.9752236,-0.007138659,-0.2585624,0.02915004,-0.3008352,NA,L
TMEM200A,-2.211983,-3.689908,-3.989461,-3.888606,-4.061404,114801,L
TMEM203,-0.1339222,-0.5772776,-0.5303395,-0.6726511,-0.378252,94107,L
TMEM205,-0.0323904,0.5378405,0.600136,0.7677143,0.8009523,374882,L
TMEM206,0.4084332,-0.0574628,-0.6356703,-0.4971223,-0.5032959,NA,L
TMEM208,1.178221,1.58296,1.842326,2.017576,1.679909,29100,L
TMEM209,0.03365488,0.12159,0.1619324,0.1335586,0.3797185,84928,L
TMEM214,0.6157265,1.116695,1.073227,1.301426,1.253169,54867,L
TMEM216,-0.110173,0.9720581,1.928496,2.02017,2.122521,51259,L
TMEM217,-0.3862745,-0.6083487,-0.4919401,-0.3524427,-0.3511229,221468,L
TMEM219,-0.433572,0.06487162,0.3685574,0.3047126,0.5523721,124446,L
TMEM231,0.2262382,0.4592872,0.1064682,0.3086825,0.387545,79583,L
TMEM233,0.1433382,-0.2868207,-0.6217618,-0.4385565,-0.4807467,387890,L
TMEM26,1.425672,-0.1130508,-0.6486557,-0.4400913,-0.3769781,219623,L
TMEM30A,-0.2249718,0.4987066,0.05110901,0.5476826,0.5649134,55754,L
TMEM30B,-0.3068632,-0.1334137,-0.0677291,0.1589102,0.4509752,161291,L
TMEM37,-0.2527652,-0.208244,-0.2804348,-0.3649264,-0.3467088,140738,L
TMEM38B,0.5829104,0.4991811,0.354187,0.7082773,0.4471011,55151,L
TMEM39A,0.4108236,0.633706,0.8286929,1.027903,0.8908057,55254,L
TMEM39B,-0.004086255,-0.3921248,-0.1803345,-0.2880353,-0.2563582,55116,L
TMEM4,1.58796,2.254617,1.795966,2.2431,2.149288,NA,L
TMEM42,-0.8387641,-0.3349863,0.4498708,0.2560931,0.6125376,131616,L
TMEM43,0.05702741,-0.02699853,0.5834561,0.4664322,0.6731641,79188,L
TMEM44,-0.8824702,-1.177545,-0.8588224,-1.047346,-1.05624,93109,L
TMEM45A,2.848814,3.5997,3.356111,3.965651,3.866139,55076,L
TMEM47,-0.4291158,-0.550563,0.1318146,0.01169976,0.3521602,83604,L
TMEM48,0.2650813,0.5093241,-0.02877935,0.3725204,0.1560722,NA,L
TMEM49,0.4723974,-0.2244806,-0.04164775,-0.2330184,-0.3930416,NA,L
TMEM5,0.6803466,-0.09556,-0.225819,0.2785737,0.3363707,NA,L
TMEM50A,-0.4526935,-0.3870143,-0.9978433,-0.2715566,-0.6436435,23585,L
TMEM50B,-1.006223,-1.297404,-1.975945,-1.466027,-1.488527,757,L
TMEM53,-0.2947232,-0.4189779,-0.1291615,-0.409292,-0.3492947,79639,L
TMEM54,0.3621114,-0.2280528,-0.1963844,0.3488384,0.6230723,113452,L
TMEM55A,-0.8683361,-0.6597956,-0.7555217,-0.7420137,-0.6541808,NA,L
TMEM55B,-0.3169376,-0.4252755,-0.5931838,-0.3932566,-0.2137181,NA,L
TMEM57,0.2391251,0.5278439,0.8295877,0.5973774,0.6018611,NA,L
TMEM59,0.06926881,0.4248751,0.5460961,0.5558031,0.5139038,9528,L
TMEM59L,0.1785412,0.1525874,0.5424883,0.2917945,0.1011245,25789,L
TMEM60,-0.6932732,-0.633916,-0.4772673,-0.5851096,-0.319512,85025,L
TMEM61,-0.02473781,0.1865225,0.0285274,-0.03597168,0.2632343,199964,L
TMEM62,-0.8649803,-0.4429496,-0.7090404,-0.4996521,-0.6420428,80021,L
TMEM63A,0.1051994,-0.04212459,-0.2524456,-0.2382133,-0.2722608,9725,L
TMEM63C,0.07457286,0.1287156,0.3644261,0.0225196,0.1966316,57156,L
TMEM64,0.7725451,0.1298899,-0.2468451,-0.1566799,-0.2154525,169200,L
TMEM66,-0.2319083,-0.1217457,0.06001557,0.0779225,0.3612675,NA,L
TMEM67,0.2558315,0.3683844,-0.02899803,0.5353465,0.2939558,91147,L
TMEM70,-0.2619056,0.1539696,-0.6020514,-0.4524041,-0.06428852,54968,L
TMEM75,-0.1342298,0.3522248,0.2584116,0.3822448,0.4730875,641384,L
TMEM77,0.3061126,0.526077,0.4007957,0.5545867,0.6908195,NA,L
TMEM79,-0.06277864,-0.01608654,0.3196506,0.1725452,0.326799,84283,L
TMEM8,-0.3337759,0.1051174,0.2316678,0.212444,0.453543,NA,L
TMEM80,-0.36665,-0.4427283,-0.5692918,-0.1638778,-0.2640442,283232,L
TMEM81,-0.2047933,-0.03269187,-0.0710842,0.1995914,0.2764041,388730,L
TMEM85,0.02939401,-0.3006452,-0.8768728,-0.241957,-0.0334518,NA,L
TMEM87A,0.4632687,0.3855999,0.7476401,0.5785184,0.7971811,25963,L
TMEM87B,0.3545248,-0.135817,0.03615285,-0.08672045,-0.3255214,84910,L
TMEM9,0.972775,1.536406,1.534249,1.259578,1.299623,252839,L
TMEM90B,0.9465165,-0.2189065,0.7793891,0.7772009,1.37177,NA,L
TMEM93,0.64041,0.5393837,0.1150706,0.5014199,0.3255862,NA,L
TMEM97,0.7104066,0.9806806,1.276332,1.488256,1.373124,27346,L
TMEM98,-0.05852896,-0.08421373,-0.5339168,-0.1596165,-0.5253685,26022,L
TMEM99,-0.06366854,0.400147,1.015342,0.7392155,0.8734629,147184,L
TMEM9B,-0.3445491,-0.3554589,-0.4092965,0.1035304,-0.05711047,56674,L
TMF1,0.5459944,0.5190185,0.9558448,0.4930115,0.4707367,7110,L
TMIE,0.1593531,0.8143189,1.179188,1.120272,1.199989,259236,L
TMOD2,-0.5923839,-0.8297708,-1.027929,-0.8903555,-0.919079,29767,L
TMPO,-0.08020348,0.0247404,-0.9310156,-0.431004,-0.8381279,7112,L
TMPRSS12,-0.06214915,0.06271754,0.2216766,0.408939,-0.02123129,283471,L
TMSB10,-2.028282E-05,-0.02207777,0.03384285,0.009333846,-0.2985806,9168,L
TMSB15A,-2.073458,-0.919528,-2.942579,-2.637791,-2.74865,11013,L
TMSB4X,-0.163941,-1.032087,-2.400618,-2.1425,-2.492808,7114,L
TMSL3,-2.099285,-3.150098,-4.387805,-4.343222,-4.28821,NA,L
TMTC1,0.3322713,0.7604073,0.7461475,0.9368825,0.8250489,83857,L
TMTC2,0.6221075,0.7483239,0.3382375,0.2334321,0.168201,160335,L
TMTC4,-0.3632655,-0.7484152,-1.314034,-0.8082909,-1.129857,84899,L
TMUB1,0.07319582,0.05854383,0.6070424,0.3717542,0.5347905,83590,L
TMX1,0.9276416,1.516775,1.218024,1.282816,1.171257,81542,L
TMX3,-0.1192322,-0.167134,-0.9323107,-0.5692598,-0.6587076,54495,L
TMX4,-0.4415024,-0.1630371,-0.4412118,-0.06276726,-0.02908723,56255,L
TNC,0.8118188,-0.8406517,-3.705062,-1.898419,-1.609661,3371,L
TNFAIP1,0.4988083,0.2330067,-0.5135711,-0.4009901,-0.4852815,7126,L
TNFAIP3,-0.4231041,-0.5018735,-0.3308152,0.1142007,-0.3783101,7128,L
TNFAIP6,2.216364,1.966967,1.152929,1.833337,0.9052744,7130,L
TNFAIP8,-1.500824,-1.653024,-1.329071,-1.2985,-1.703376,25816,L
TNFAIP8L3,0.1919377,0.8786531,1.889795,1.781582,2.025989,388121,L
TNFRSF10B,0.06128126,-0.1370646,0.5201646,0.4849075,0.8461448,8795,L
TNFRSF10D,0.3632677,0.2820924,0.6656425,1.371904,1.038836,8793,L
TNFRSF11B,-1.105384,-1.395949,-1.672448,-1.293021,-1.546764,4982,L
TNFRSF12A,0.3210337,-0.4355117,0.3577135,0.5293822,0.3599872,51330,L
TNFRSF14,-2.031328,-2.092011,-2.044935,-2.254212,-1.894813,8764,L
TNFRSF19,-1.606347,-1.506335,-2.060004,-2.990315,-3.140327,55504,L
TNFRSF1A,-0.3833439,-0.3270054,-0.07030401,-0.02954199,0.2397503,7132,L
TNFRSF1B,-0.6336548,-0.4599946,-0.4099207,-0.5054029,-0.4586777,7133,L
TNFRSF21,0.2391986,-1.06104,-2.307527,-1.673971,-1.319684,27242,L
TNFRSF25,0.4499848,-1.005409,-0.5959042,-0.9928861,-0.7962999,8718,L
TNFRSF4,0.0936468,0.3975445,0.3215414,0.3205795,0.3487115,7293,L
TNFRSF6B,-0.3166471,-0.2624456,-0.3207434,-0.3068978,-0.2189628,8771,L
TNFSF10,0.8322619,-0.2235934,-0.2235157,-0.2688191,-0.1824593,8743,L
TNFSF11,1.438954,2.107481,2.785278,3.227004,3.635176,8600,L
TNFSF12,-1.288236,-1.363906,-1.238972,-1.31945,-1.160955,8742,L
TNFSF14,0.1122555,-0.5335785,0.2610709,-0.4082391,-0.4981216,8740,L
TNFSF4,0.0502489,-0.01068934,0.3506512,0.2278476,0.4712852,7292,L
TNIP1,0.1255827,0.2110369,0.1842519,0.2719108,0.4263069,10318,L
TNIP2,0.02620176,0.1525453,0.2359335,0.5760524,0.6609267,79155,L
TNK2,0.603172,1.15994,1.178947,0.6621285,1.052049,10188,L
TNKS,0.02291867,-0.1687544,0.4135572,0.05734596,-0.0933314,8658,L
TNMD,0.03092099,0.02534431,0.2952114,0.2844408,0.3159041,64102,L
TNNC1,-0.04199262,0.4580147,0.6320276,0.4021747,0.5846836,7134,L
TNNI2,0.04806495,0.2186315,0.7167017,0.3219868,0.511614,7136,L
TNNT3,0.300127,3.591096,5.123698,4.072703,5.325761,7140,L
TNP1,0.2717042,1.633737,0.05707949,0.1854877,0.2092191,7141,L
TNPO1,0.05860899,-0.2872833,0.08515823,-0.4031799,-0.6482834,3842,L
TNRC6A,-0.194023,-0.4418562,-0.2834484,-0.4783738,-0.4947558,27327,L
TNRC6B,-0.2456752,-0.7388126,-0.8186556,-0.5471704,-0.470637,23112,L
TNS1,0.6825129,0.3932826,0.5409137,0.2344993,0.2918675,7145,L
TNS3,0.7509013,1.987093,2.014142,2.16296,2.57568,64759,L
TOB1,-0.9507982,-0.468205,-0.1229172,-0.4241196,-0.2665665,10140,L
TOM1L2,-0.1174025,-0.1787022,0.07972406,-0.3435889,-0.5607434,146691,L
TOMM20,0.6807624,0.7604142,0.5540806,0.3219607,0.5839096,9804,L
TOMM22,-0.1220661,-0.4809767,-1.488482,-0.4705353,-0.5770132,56993,L
TOMM34,1.04168,0.7486153,-0.07086902,0.2807583,0.2465909,10953,L
TOMM40,1.120823,0.9316209,0.3260202,0.688565,0.218986,10452,L
TOMM5,0.4952989,0.4221874,-0.1378893,0.4919488,0.1130739,401505,L
TOMM6,-0.01728232,-0.163358,-0.3051588,0.5028434,0.1191044,100188893,L
TOMM70A,0.3320316,0.4954449,0.4807611,0.1742261,0.3096209,NA,L
TOP1MT,0.03372678,-0.1726305,-0.007521032,0.3158934,0.2770203,116447,L
TOP1P2,-0.07422633,-0.2350149,-0.1690732,-0.5147217,-0.3931414,NA,L
TOP2A,-0.9532163,1.59059,-2.199975,-0.02159189,-0.4574229,7153,L
TOP2B,-0.238288,-0.1851296,-0.7955034,-0.5030434,-0.6166962,7155,L
TOPBP1,0.3652148,0.3417425,0.2668375,0.3551098,0.1928705,11073,L
TOPORS,0.02808682,0.1042955,-0.4823057,0.1075956,-0.08924356,10210,L
TOR1A,0.23083,0.3109837,-0.3342429,0.009565101,0.03143557,1861,L
TOR1AIP1,-0.3486855,0.008710898,-0.2562587,0.107233,0.391678,26092,L
TOR1AIP2,0.3840404,-0.241638,0.3835346,0.429851,0.4726952,163590,L
TOR1B,0.07232888,0.1026366,-0.1222087,0.4439893,0.2630103,27348,L
TOR2A,0.008381609,0.0310574,0.2660721,0.08465531,0.4520676,27433,L
TOR3A,0.6752707,0.3726924,0.1828527,0.5074541,0.2013808,64222,L
TOX,-0.2533919,-0.3231857,-0.4439885,-0.3746815,-0.3062225,9760,L
TOX2,-1.382987,-1.27184,-1.494627,-1.292259,-1.415162,84969,L
TP53,0.8119757,2.429291,2.601358,2.901586,2.782274,7157,L
TP53AP1,0.07805015,-0.1323061,0.8851266,0.8313544,0.9659081,NA,L
TP53BP2,-0.05574252,0.8870736,0.5065756,0.7588059,0.8046462,7159,L
TP53I13,0.6627266,1.343852,1.500196,1.455504,1.625764,90313,L
TP53I3,-0.5353686,-1.582801,-1.935217,-1.62075,-1.814705,9540,L
TP53INP1,-0.2512503,-0.5058192,-1.126798,-0.7188108,-1.187497,94241,L
TP53RK,0.5941457,0.3751844,-0.4444508,-0.130596,-0.1002095,112858,L
TP53TG1,0.1003938,0.1839237,0.32614,0.4696602,0.5488765,NA,L
TP63,-0.05906976,-0.2114682,-0.2611709,-0.04398725,-0.2699694,8626,L
TPBG,-1.247586,-0.8903218,-0.8655604,-1.070055,-0.9123139,7162,L
TPCN2,0.4215379,0.4681825,0.09411855,0.7060645,0.3133113,219931,L
TPD52,0.09603968,0.3784329,0.8553757,0.6929725,1.068135,7163,L
TPD52L1,-1.537484,-1.160219,-0.6990907,-0.8090769,-0.5463068,7164,L
TPD52L2,-0.6291419,-0.4038198,-0.1311437,-0.2184562,-0.09948783,7165,L
TPD52L3,-0.1527559,-0.06864449,0.3180866,-0.1819908,0.04202267,89882,L
TPI1,1.122251,1.335815,1.061353,1.446281,1.236211,7167,L
TPK1,-0.04635202,-0.3920475,-0.6227464,-0.1312217,-0.104667,27010,L
TPM1,-0.8712725,-1.822609,-1.790251,-2.136619,-1.657357,7168,L
TPM2,-0.8560385,-1.506888,-0.02621917,-0.7352909,-0.8337954,7169,L
TPM3,-0.3093404,-0.8774258,-1.15225,-0.6735714,-1.378786,7170,L
TPM4,-0.4433806,-1.270803,-1.873279,-1.468993,-1.899628,7171,L
TPMT,-0.4892749,-0.71914,-1.845969,-0.9190307,-1.417263,7172,L
TPP1,-1.211685,-1.107385,-0.8669589,-1.048309,-0.5323747,1200,L
