GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
AFMID,0.0028638301,0.4611530602,0.3331035057,0.6970165731,0.2631203826,0.9982942622,0.1565812749,0.2881130853,0.0248179619,0.138196312
AFTPH,-0.3732312049,0.0369393435,-0.031714703,-0.4860646716,-0.341305447,0.1474168913,0.9459846313,0.9393166435,0.0345540569,0.0119977208
AGAP3,-0.449189871,-0.9063331595,-0.5774449134,-0.4640533022,-0.5644272114,0.0985491692,0.0015097753,0.0173965594,0.0608110724,0.0007491169
AGAP8,-0.116246426,-0.5148087184,-0.177457151,-0.2611107706,-0.4480439273,0.8360305156,0.028096611,0.4953174364,0.2840398741,0.0021230649
AGBL3,-0.0667753311,0.2993707572,0.0881789712,0.1452623281,0.0716602931,0.8475882748,0.033908088,0.6016707861,0.3334343421,0.4065492871
AGBL5,-0.8767638018,-0.4050600987,-1.0463419937,-0.6229854102,-0.4524194056,0.0003370766,0.031941279,4.33896713978654E-05,0.0023013502,0.0004288441
AGC1,0.3525672678,2.2564662161,2.0246084461,2.2331954708,1.9403416837,0.7365254778,0.0004878509,0.0007685632,0.0004623043,0.000017333
AGFG1,-0.4081637098,-0.0438051311,-0.3676056176,-0.4581269387,-0.2743869968,0.0310467235,0.9103167893,0.0300462384,0.0116508453,0.0090481865
AGL,-0.098329238,-0.1522276222,-0.661559477,-0.1717826648,-0.5569554031,0.844261183,0.5925854425,0.0021385896,0.4610598003,0.0001648707
AGPAT1,0.1549699932,0.4225412321,0.0009556504,0.4019491356,0.6506424263,0.6664271255,0.0395167228,0.9984724903,0.0448533253,5.05814732050887E-05
AGPAT2,0.4392720238,0.6613535045,0.3070091702,0.4898373466,0.579949717,0.0866604763,0.0081640761,0.1813368614,0.0376533466,0.0004175415
AGPAT3,-0.2616942926,-0.281075178,-0.3427498064,-0.3652435247,-0.4456880561,0.4489595148,0.3317026397,0.1537827118,0.1457948723,0.0038120557
AGPAT4,-0.1606646499,-0.4349024575,-0.4516846395,-0.6599772373,0.0104551445,0.7998016802,0.144209379,0.0944135731,0.0212669386,0.968494363
AGPAT5,1.6182425446,1.3201013453,1.6920082097,1.674714476,0.961767043,1.71639465153842E-05,0.000051156,5.41018335349337E-06,6.9117450940268E-06,5.68319840854187E-06
AGPAT9,-0.2961248851,-0.2116741158,0.9014133447,0.6318427886,0.7715451977,0.4833858712,0.6216041639,0.0034390478,0.03178027,0.0002532646
AGPS,1.6331337263,0.7484462808,0.734401157,0.3534265015,0.0491834304,1.43714566542623E-06,0.000349114,0.0002883004,0.034224143,0.681030079
AGRN,-0.0188812298,0.4305898007,0.8674121701,0.3459762947,0.5550204836,0.9899131567,0.1727141508,0.0046793709,0.2702430413,0.0028687315
AGTPBP1,-0.2324954318,-0.1483624899,-0.3103549081,-0.2536245829,-0.2110402715,0.2332555259,0.4885573242,0.0489419827,0.1260967855,0.026954541
AGTR1,-0.3894769128,-0.5049870451,-0.5897372692,-0.7225487602,-0.6255339781,0.0108396151,0.0015229311,0.0003700338,0.0001013994,3.29034901953297E-06
AGTRAP,0.1103082427,0.1378504761,0.3918891851,0.9314854301,1.0500091872,0.7638381796,0.5770009872,0.0221308165,0.000092671,3.25085968873729E-07
AGXT2L2,0.1505246469,0.1262363875,0.141923806,0.1016161942,0.3856862275,0.5417786757,0.5743753188,0.416473792,0.6304411915,0.0005056007
AHCYL1,-0.1426126823,-0.2029502664,0.352685762,-0.1144259555,-0.2354002085,0.4461482558,0.1542850793,0.0090954235,0.4682591395,0.0045231136
AHDC1,-0.0290935188,0.2638985526,0.4047326541,0.1449630331,0.2506520385,0.9733943152,0.2066129632,0.0293888354,0.5389659895,0.0248460108
AHNAK,-2.0405688153,-2.1465452776,-1.6190965601,-2.1857886625,-1.8113290048,1.36555050245057E-06,5.74493812552469E-07,3.59105536789541E-06,3.90462754083887E-07,1.31946689539341E-08
AHNAK2,-2.9633812915,-1.7907669653,-0.7641878843,-1.5256668436,-0.2597123894,0.000037509,0.0010059871,0.0829113316,0.0026920194,0.362088449
AHR,-1.1845888318,-1.4898865954,-1.4105308307,-1.5637387306,-1.3111434937,3.86197550989878E-05,4.29764454900514E-06,4.60052523210832E-06,2.44823674331544E-06,7.87333955814783E-08
AHSA1,1.0046820707,0.0910057702,-0.2817835802,0.3564455587,0.0643507594,0.0013256446,0.8613217478,0.2818653691,0.1745236065,0.7370231954
AHSA2,-0.1586281756,-0.738038597,-0.2586483789,-0.9409822033,-0.7112080019,0.7791718134,0.0082392907,0.3484971194,0.0015708696,0.0002074697
AIDA,-0.318664152,-0.5712937804,-0.7679851603,-0.9682469799,-1.204854093,0.2972385913,0.0247114739,0.0032681313,0.0008368255,1.76383698794162E-06
AIF1L,0.0405170763,0.9463502373,0.5844997576,0.7716985691,0.7014451116,0.9485351332,6.70292739297396E-05,0.0015829439,0.0002699752,0.000006558
AIFM1,0.1806000704,-0.1709531988,-0.708891075,-0.6428880536,-0.6071233399,0.7419672617,0.6916355396,0.009545336,0.0203207356,0.0008796333
AIFM2,-0.0331340668,-0.11239496,-0.2605792435,-0.2995717144,-0.1928083885,0.9549747652,0.6092924938,0.0721222886,0.048144444,0.028235623
AIG1,-1.0660570646,-0.4344074691,-0.0339854205,0.0797479735,0.7340980683,0.0003175076,0.0554301147,0.9317065283,0.8204831248,4.30601686789354E-05
AIM1L,-0.0457066594,0.3125218601,0.7128147202,0.4604134051,0.448006165,0.9611776215,0.2216168747,0.0036537708,0.0483908445,0.0024737317
AIM2,0.2710098516,0.3505807853,-0.1276256402,0.1995957336,0.1833899378,0.1650724892,0.0461028236,0.5207599054,0.2749960459,0.062514005
AIMP2,0.5444714948,-0.0061417939,-0.8034938347,-0.143340542,-0.4126214044,0.0177412001,0.9912887995,0.0008366575,0.5952119888,0.0021765887
AIP,-0.2913911973,-0.029032312,0.1017559029,0.1145123565,0.3603653586,0.4231635189,0.964982582,0.7947290094,0.7754307217,0.0204464768
AIRE,0.0626288289,-0.8009382121,-0.0469121039,-0.5753353204,-0.7467715995,0.9699832543,0.0448910572,0.9480869979,0.1456601996,0.0025281769
AK1,0.5231266499,0.6438155289,0.6682287203,0.9601227692,0.7162292394,0.1493380484,0.0505615215,0.0315011933,0.0052732172,0.0008896954
AK2,1.0433258706,1.1754051601,1.4871642406,1.3567207141,1.3719482605,2.74703162068157E-05,7.14015371706846E-06,8.16269151088812E-07,0.000001962,0.000000013
AK2P2,0.0816836202,-0.2316327895,0.0680691808,-0.4119392158,-0.2488260806,0.8990633485,0.3743581208,0.8405178756,0.0573368351,0.0460457299
AK3,-0.6612870256,-0.8795600439,-1.6763827039,-1.4545589419,-1.494072177,0.0011746863,0.0001047049,5.33146237231143E-07,1.90223216858753E-06,1.11599260357858E-08
AK3L1,2.1303524375,2.3887367073,2.3811849212,2.6020466227,2.3004033471,0.000025865,6.90011325995988E-06,4.93051740140801E-06,2.93160739063465E-06,6.18113447878788E-08
AK5,-2.0839765396,-1.9611060837,-1.9830170581,-2.0306636858,-2.2079300751,0.0008518182,0.0009401822,0.0006352375,0.0006481568,4.04684028323359E-06
AKAP1,-0.2532539498,-0.3332897875,-0.3853939324,-0.4683076086,-0.350143904,0.1971452184,0.0544921594,0.0198546975,0.0083643902,0.0014983572
AKAP10,0.3832236671,-0.1167648933,0.1978545022,0.4210494774,0.0665647539,0.098955129,0.7436336625,0.380822251,0.0463457829,0.6569586405
AKAP11,0.5644600971,0.135793778,-0.0268288292,-0.1535035446,-0.1324385056,0.0104595924,0.652661311,0.9408221539,0.5264743908,0.2671403197
AKAP12,-2.0439502999,-2.0763715217,-2.0561109026,-2.2548096396,-2.4223701942,2.86517414066487E-05,1.59957119272773E-05,1.20854699572806E-05,7.16012605936094E-06,3.22360016076644E-08
AKAP13,-0.0961639924,-0.6343507094,-0.4818584694,-0.4401324624,-0.2088068089,0.919886826,0.0362928524,0.0879394716,0.1407389582,0.2335518754
AKAP8,0.0596895327,0.109831212,-0.3155426615,-0.2733511815,-0.2780950175,0.9251706467,0.7290833685,0.0862427701,0.1631056837,0.014284761
AKIRIN1,1.0245871724,1.1080286872,0.4293778212,0.5940418997,0.2599401362,0.00457245,0.0020296391,0.1627842702,0.0602937849,0.1574809474
AKIRIN2,-0.2235900252,-0.9641433101,-0.995406829,-1.0685838327,-0.955714144,0.2920184376,6.82448883698648E-05,3.84758826372333E-05,2.66106591319072E-05,5.91914456159952E-07
AKNA,0.1493070686,0.0524914683,-0.1215987991,-0.1223193811,0.3378791354,0.485719374,0.8612953101,0.461966939,0.4857421172,0.0007354366
AKR1B1,-0.8458121648,-1.1703672747,-2.1657362041,-1.3468153764,-1.7649995453,0.0086212146,0.0007563854,5.24224606864626E-06,0.0002403278,2.72109936790362E-07
AKR1B10,-0.236440366,-0.6552878,-0.4138242714,-0.3393544842,-0.389284039,0.155389247,0.0003834517,0.0060655133,0.0229984195,0.000249904
AKR1C2,-1.6860632464,-2.6857607019,-3.2047806708,-2.4413885639,-2.8232113239,0.0005262476,1.15274771293996E-05,2.0706484696138E-06,1.96898132864782E-05,5.10667587604477E-08
AKR1C3,-1.2257592604,-2.6154047435,-4.0146575051,-3.6511510703,-4.2900812056,0.0007033573,1.61980573207502E-06,4.14515842391623E-08,9.12147064126243E-08,1.59313062425926E-10
AKR1C4,-1.4806205771,-2.690066644,-3.3155553981,-2.8427432176,-3.1057483073,5.20577438764547E-05,3.23224201640789E-07,4.81417415936309E-08,1.78059767829771E-07,5.77082814603197E-10
AKR1D1,-0.1902132606,-0.909737474,-0.5653512531,-0.6999195089,-0.8699195057,0.8223905216,0.0145086571,0.097130866,0.0492314323,0.0004516187
AKR7A3,-0.2055226882,-0.1370419345,0.4345972315,0.0267938767,0.227764894,0.5417640924,0.692319881,0.038888872,0.9515364459,0.0692817718
AKT1,0.5449516173,1.130030581,1.1117907849,1.100481782,1.0118381742,0.0769608883,0.000842846,0.0006907965,0.0008995563,2.32038584616409E-05
AKT3,0.0464433489,-0.2145025096,0.0482753764,-0.4843283697,-0.0349228502,0.9347744795,0.2352263224,0.8528094036,0.0055431817,0.7802840326
AKTIP,-0.9924668667,-0.5920978998,-0.6556602511,-0.5018701353,-0.5248503997,0.000167408,0.004216542,0.0015792959,0.0105472983,0.0001707086
ALAD,-0.6939188755,-0.4446649465,-0.4587231703,-0.5305850743,-0.4566042821,0.0042248426,0.0402664971,0.0255463832,0.0147322884,0.0011109609
ALB,0.0129344866,0.4060817366,0.2519473884,0.4036842917,0.1825966278,0.9890503262,0.035376899,0.1690825449,0.0328526038,0.0908799896
ALCAM,-0.9549377102,-1.4833822318,-0.5488798455,-0.6790006025,-0.830802849,0.0004887564,1.24067021868015E-05,0.0097028386,0.0033223972,1.05737828869318E-05
ALDH16A1,0.1008278881,0.0804033113,-0.4814097524,-0.0604068645,-0.1177940695,0.8628663381,0.8559445018,0.0247310985,0.8727221692,0.3927103817
ALDH18A1,0.9737776851,1.5551193574,1.9122230004,1.683024382,1.7071975235,0.003684977,9.67473598443647E-05,1.39203432170412E-05,4.57223142690518E-05,3.73228682862256E-07
ALDH1A3,-3.6722321086,-3.8416227612,-3.7750078857,-3.6050876354,-3.6694391036,0.000000998,4.09328990380703E-07,3.43866940413429E-07,5.39887945998947E-07,3.33797507743153E-09
ALDH1B1,0.173051298,-0.3065827052,-1.0694724407,-0.5538994283,-0.6641042901,0.8704736345,0.5766085256,0.0071265105,0.1644645303,0.0054887791
ALDH1L2,1.6287452159,1.2072824907,0.6987171985,0.4890559965,1.1312428108,0.000054143,0.0003379057,0.0091922388,0.0666533774,5.68319840854187E-06
ALDH2,1.003190327,-0.4711153276,-0.3633865467,-0.3924573654,-0.3998189432,0.0039024258,0.1391667512,0.2278411995,0.2104071633,0.0231715223
ALDH3A1,-0.7740718762,-0.7905840798,-0.7767660194,-0.6819215335,-0.722958341,0.0004067244,0.0002471299,0.0001987059,0.0006278994,4.82107381190211E-06
ALDH3A2,-1.9547621167,-2.1949812878,-2.0236706659,-1.9310912411,-1.7254269537,1.18739409472013E-05,3.13454514701913E-06,4.14724512304407E-06,6.96211491721537E-06,1.4571694646673E-07
ALDH3B1,-0.9582840266,-1.3253587971,-1.6183055565,-0.893811916,-0.7718668739,0.0018174019,0.0001284662,1.9370893865773E-05,0.0019085176,0.00009259
ALDH4A1,-0.7362856121,-1.0810806648,-1.21841278,-1.2296142085,-1.2056164252,0.0032310924,0.0001574725,4.52796312794277E-05,0.000051114,5.52568155270718E-07
ALDH6A1,-0.3271483631,0.4724999597,1.7956212731,1.3540498342,1.525905077,0.1009047451,0.013015686,6.12746540392598E-07,6.34335911692035E-06,1.92249763359336E-08
ALDH7A1,-1.0343047164,-0.6875304005,-1.1380304176,-1.5912885304,-1.6066710086,5.31232820605758E-05,0.0007203624,1.15279033686312E-05,0.000001053,6.89711927740869E-09
ALDH9A1,-1.1560894953,-1.5975794752,-1.8212385093,-1.3440688358,-1.3388046125,0.0001817174,1.08052405077669E-05,2.70541238050684E-06,3.31082570867871E-05,3.05711613069561E-07
ALDOA,0.6149300177,0.7075357083,0.9763593938,0.764636411,0.8054866713,0.0015741201,0.0004236239,2.67855297751635E-05,0.000210716,1.45226119389342E-06
ALDOC,1.2394025288,2.3737602332,2.5532787588,2.1942061506,2.243473075,0.000348468,1.6787308259073E-06,6.90108870129706E-07,0.000002584,1.62276555083724E-08
ALG1,0.545726314,0.1708126978,-0.3766852425,0.3413005762,-0.0206130833,0.0370387154,0.6374452443,0.1050539921,0.1679272656,0.9227605251
ALG10,0.1062094612,0.3369415946,0.427711541,0.3197066577,0.1051653961,0.7789753549,0.0605222935,0.0137676132,0.0681948588,0.3266345725
ALG10B,0.3700217718,0.622064976,0.1944683066,0.6961853151,0.4968577319,0.1274932182,0.0075166907,0.41099973,0.003416177,0.0007462491
ALG11,0.2684682492,0.4276467511,0.6170524137,0.679354542,0.5784231311,0.1800690394,0.0184257388,0.0014196172,0.0008904256,4.32918024090198E-05
ALG14,0.7625544801,1.0802552302,0.4707846676,1.2087568996,0.7571164972,0.0060728229,0.0004276897,0.0464198425,0.0001632249,7.7920948324969E-05
ALG3,1.0192026291,0.8497259087,0.8904300906,1.2314663188,0.8322103248,2.36523975549144E-05,6.01347831864483E-05,2.9952109300529E-05,2.93160739063465E-06,5.68704007170133E-07
ALG5,0.7274783424,1.0482124732,0.9000786482,0.7762392096,1.0854986889,0.0015520069,7.75385863364351E-05,0.0001756211,0.0006327978,4.75466022389662E-07
ALG8,0.6962620853,0.7615718902,0.0405384685,0.8304412845,0.7009150772,0.0486989494,0.0241494886,0.9466549488,0.0138914932,0.001177586
ALG9,0.6595606675,0.9665786429,0.4226994938,0.6937941331,0.4567659897,0.0220369425,0.0015712103,0.0963455813,0.0116508453,0.0050777608
ALKBH1,0.1662524947,0.2333757668,0.3970889784,0.3770087871,0.4517093988,0.7538984115,0.4873150177,0.1086086083,0.1504125971,0.0045631888
ALKBH2,0.4308930696,-0.0058910909,-0.0378974126,-0.0920534773,-0.221925359,0.0115510429,0.9880816666,0.8827762771,0.6589017104,0.0148666687
ALKBH4,-0.0296135859,0.0272700179,-0.2127534216,-0.146832326,-0.2906891386,0.9690442417,0.9497468871,0.2283030741,0.4851877173,0.0068270398
ALKBH5,0.9805625181,0.8266797715,1.2280631002,0.8381065749,0.8761242174,2.06899306822704E-05,4.81621455364108E-05,1.6637276665631E-06,3.71168461353204E-05,2.31914770447217E-07
ALKBH7,-0.0599092088,0.0105617479,0.456954177,0.1276060313,0.2382764822,0.9227105419,0.9821634931,0.0142046856,0.5970417067,0.0289918286
ALMS1,-0.035276623,0.2040303289,-0.0543744601,0.2355697947,-0.3015699486,0.9717209402,0.4897392707,0.8851745656,0.3438159502,0.022369451
ALPK1,-0.1209995621,-0.4649222594,-0.0045271697,-0.1766713697,0.2116657437,0.7821023308,0.0255338066,0.9904965354,0.4520924929,0.0677209607
ALPK2,-2.1246956712,-2.6873882293,-2.9610585044,-2.9228954158,-2.5709933432,0.0003482079,4.02904769312513E-05,1.34615585511303E-05,1.81388575291921E-05,4.48764234482504E-07
ALPL,6.4253372664,7.2362600974,6.8169075767,5.335908856,5.5094826589,1.65678658667886E-07,0.000000044,5.46262413641344E-08,3.90462754083887E-07,2.09013891342371E-09
ALPP,-0.0419889021,-0.7001261111,-0.012429894,-0.6518560187,-0.7217848093,0.9890503262,0.3106005893,0.9911139807,0.3154254115,0.0365411117
ALS2,-0.1578662162,-0.4625310123,-0.6659120468,-0.7203816482,-0.7711540242,0.7390004325,0.0560422099,0.006019558,0.0046111525,4.8918050906693E-05
ALS2CL,-0.0838554927,0.1339136508,0.7123424108,0.1747528814,0.2485048577,0.8259708345,0.5329121612,0.000259602,0.3087333,0.0090541563
ALS2CR11,-0.1462908942,-0.0893344359,-0.3963972165,-0.3475994416,-0.2782131489,0.4342325388,0.6687947061,0.0047990925,0.0130288184,0.00157854
ALS2CR4,0.1728265493,0.6629173434,0.4643040881,0.8408266357,0.5185519449,0.7247818777,0.0120065426,0.0533988954,0.002501937,0.0015049442
ALS2CR8,-0.1931110796,-0.2592818737,-0.2362347778,-0.2612982568,-0.2284485412,0.2864396939,0.0879439624,0.0941213725,0.0764449964,0.0096050308
ALX1,-0.3408229087,-0.7215548853,-0.3663743618,-0.5258473684,-0.5495223362,0.3173008129,0.0115650133,0.1651683065,0.0525408023,0.0017284869
AMACR,0.6536139261,0.411651359,0.0147936136,0.4701782136,0.3917132759,0.0025253562,0.0295945688,0.9660433213,0.0133078774,0.0012219925
AMD1,1.2640632028,0.0810804942,-0.7200603823,-0.2153223835,-0.6987922446,0.0023966639,0.918479763,0.0344169692,0.6482498118,0.0020272821
AMDHD1,-0.1517396349,-0.3009066511,-0.2225961534,-0.1874938791,-0.2696155957,0.6805040339,0.1594618578,0.2772937034,0.4122040154,0.021617625
AMDHD2,-0.6537761211,-0.6407347009,-0.9807209614,-1.1545041286,-0.7455074603,0.039051317,0.033594841,0.0020498223,0.0008257373,0.0003420979
AMFR,-0.2148052003,-0.403140009,-0.0749534266,-0.0445592617,-0.3569967972,0.7204748185,0.2375944644,0.883863013,0.9424139337,0.0444718455
AMIGO2,0.0335467445,0.1818209252,0.3219508125,-0.0014083041,-0.0024234519,0.9608339696,0.3756266338,0.0488998199,0.9968569901,0.9880931691
AMMECR1,1.3864637717,0.8719982185,0.2340696772,0.3909212541,0.2701637071,9.06910403797496E-06,0.000205113,0.1835233642,0.0308865649,0.0114761223
AMMECR1L,0.397648779,0.3903973041,0.2093840659,0.2363003304,0.4178761478,0.0463072222,0.039568332,0.2632393964,0.220129862,0.0008041107
AMOT,-1.5365367692,-0.9114489141,-1.1860654782,-1.1368578531,-1.275595191,0.00011017,0.0030435328,0.0003561692,0.0005940633,2.82180521007982E-06
AMPD3,-0.116224032,-0.1869160474,-0.1792841342,-0.1164741863,-0.2149194285,0.6247732503,0.2252087728,0.1933554256,0.4843580715,0.0102628304
AMPH,-0.3902213388,-0.1331445428,-0.2791319338,-0.5581651832,-0.4813068345,0.1929370978,0.7676957043,0.2930558146,0.0323233696,0.0030838536
AMT,-0.7099521435,-0.3069667344,-0.4204623349,-0.5373529163,-0.2843466937,0.0176237125,0.3416344108,0.1098798707,0.0501254818,0.0704607865
AMY1A,-0.9408585581,-0.9648040771,-1.3916609774,-1.602128011,-1.5416633407,0.0004750537,0.0002796311,1.20854699572806E-05,4.96286637405993E-06,5.38003352972727E-08
AMY1B,-0.5192999574,-0.5130795033,-0.7424334768,-0.7249427438,-0.6541164815,0.1419584019,0.117950298,0.0164309118,0.0231451374,0.0014462716
AMY1C,-0.401532655,-0.5643094973,-0.8401860083,-0.5616301752,-1.1025798174,0.0898408748,0.0129820249,0.0007416028,0.012162777,1.23893305613289E-06
AMZ2,-0.475342682,-0.0260341591,0.4568166454,0.4797991378,0.5110344586,0.0427532151,0.961043248,0.0301022175,0.0290602374,0.0006110251
ANAPC1,0.5698437797,0.1458105434,0.1070622221,0.0150899859,-0.058586703,0.0013007837,0.41747885,0.5255097211,0.9588173639,0.544338698
ANAPC10,0.0981126067,0.7609932571,0.296083265,0.9335906436,0.8651095196,0.8814866928,0.0032746786,0.197101426,0.0007253315,1.6947161115116E-05
ANAPC13,-0.9389519916,-0.7703475318,-0.8383134968,-0.5424857192,-0.5186946718,0.0004032462,0.0011557879,0.0004625197,0.0099984086,0.0003162857
ANAPC4,-0.1987832822,-0.5851706327,-0.6079248197,-0.7084940451,-0.6410661559,0.3391131804,0.0017128045,0.0009700209,0.0003940282,0.000010378
ANAPC5,0.7800380319,0.7076974169,0.4324318473,0.7373245924,0.4851181487,0.0035405378,0.0048842525,0.0508973772,0.0034613774,0.0013456931
ANAPC7,-0.2605017369,-0.6165109541,-0.7783969664,-0.7575529979,-0.6966364764,0.4056131614,0.0117380507,0.0020066166,0.0029965635,9.51354547279671E-05
ANG,0.8121735242,1.9204342681,2.6427520217,2.232023588,2.2375987436,0.0167927867,3.24607701350562E-05,2.05843720328864E-06,8.71462218147472E-06,6.98857658573801E-08
ANGEL1,0.3336971043,0.4350622735,0.2429528675,0.2792881929,0.4321731455,0.1308073517,0.0322377112,0.2154073065,0.1663087823,0.00101508
ANGEL2,-0.3032902063,-0.7460774441,-1.2479411028,-0.8533501875,-0.828185639,0.1690989317,0.0010689882,1.63028806589489E-05,0.0003604064,5.31619931479939E-06
ANGPT1,-2.2033904052,-2.3820439387,-1.5741609696,-1.7321273281,-2.452593053,0.0003233141,0.0001233865,0.0017111508,0.0011001143,8.24394048134653E-07
ANGPT2,0.1570150978,-0.1531321512,-0.2811289133,-0.4438075479,-0.3302720396,0.5510903014,0.4873150177,0.0829096818,0.0115070597,0.0022431627
ANGPTL2,0.1948808004,3.0582425705,2.581536532,3.1413323928,3.2883796997,0.8509969104,7.42770919839322E-06,1.84685213936643E-05,4.96286637405993E-06,2.7088110689805E-08
ANGPTL4,1.6790236625,1.9512119294,6.0864854588,4.1234415748,3.2878131258,0.276225713,0.1438302615,0.000156031,0.0029888377,0.0002854738
ANGPTL5,0.016802575,0.6354564201,1.1616472218,2.0071300854,1.8872659608,0.9905889958,0.0255928226,0.0004175913,7.88860008308145E-06,1.08919718077265E-07
ANGPTL6,0.1229955318,0.1934836676,0.3849747553,0.5090646566,0.8914684321,0.7414918445,0.3896624727,0.0313304894,0.0086585833,1.98790144305158E-06
ANGPTL7,0.0548502451,4.4577074997,6.6498326121,7.3143827315,7.5868722408,0.9797979988,1.06262506708499E-06,3.3554740251404E-08,1.58980567380077E-08,7.09912219168877E-11
ANK1,-0.1981367811,-0.1206590439,-0.0607166996,-0.219501363,-0.1874861491,0.3293524349,0.6002587969,0.7976775368,0.1814912189,0.0420919162
